"Timestamp","ObjectID","Session_Name","Latitude","Longitude","Temperature","PM1","PM10","PM2.5","Humidity"
"2024-03-15T10:32:20.000",1,"lakeshore_trail_1",41.99444828,-87.65548417,71,0,0,0,31
"2024-03-15T10:32:21.000",2,"lakeshore_trail_1",41.99443719,-87.65548678,71,0,0,0,38
"2024-03-15T10:32:22.000",3,"lakeshore_trail_1",41.9944354,-87.65551051,71,0,0,0,38
"2024-03-15T10:32:23.000",4,"lakeshore_trail_1",41.99442716,-87.65551611,71,0,0,0,38
"2024-03-15T10:32:24.000",5,"lakeshore_trail_1",41.99441096,-87.65551497,71,0,0,0,38
"2024-03-15T10:32:25.000",6,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:26.000",7,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:27.000",8,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:28.000",9,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:29.000",10,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:30.000",11,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:31.000",12,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:32.000",13,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:33.000",14,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:34.000",15,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:35.000",16,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:36.000",17,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:37.000",18,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:38.000",19,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:39.000",20,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:40.000",21,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,38
"2024-03-15T10:32:41.000",22,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:42.000",23,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:43.000",24,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
"2024-03-15T10:32:44.000",25,"lakeshore_trail_1",41.9944111,-87.65551681,71,0,0,0,39
