ObjectID,Session_Name,Timestamp,Latitude,Longitude,Temperature,PM1,PM10,PM2.5,Humidity
207,Walk 3/27,2024-03-27T13:23:38.000,41.99457973,-87.6572252,68,2,2.1666667,2,26
208,Walk 3/27,2024-03-27T13:23:43.000,41.99457476,-87.65719327,68,1,1,1,26
209,Walk 3/27,2024-03-27T13:23:48.000,41.99457476,-87.65719327,68,1.8,1.8,1.8,26
210,Walk 3/27,2024-03-27T13:23:53.000,41.99458728,-87.65719482,68,1.6,1.6,1.6,26
211,Walk 3/27,2024-03-27T13:23:58.000,41.99458728,-87.65719482,68,2.6,3.2,2.6,26
212,Walk 3/27,2024-03-27T13:24:03.000,41.99454961,-87.65722669,68,3,4,3,26
213,Walk 3/27,2024-03-27T13:24:08.000,41.99454961,-87.65722669,68.2,2.6,3,2.8,26.8
214,Walk 3/27,2024-03-27T13:24:13.000,41.99454961,-87.65722669,68.2,2.8,3.6,2.8,27
215,Walk 3/27,2024-03-27T13:24:18.000,41.99454961,-87.65722669,69,1.8,1.8,1.8,27
216,Walk 3/27,2024-03-27T13:24:23.000,41.99454961,-87.65722669,69,2.6666667,3.1666667,2.6666667,27
217,Walk 3/27,2024-03-27T13:24:28.000,41.99454961,-87.65722669,69,3,4,3,27
218,Walk 3/27,2024-03-27T13:24:33.000,41.99454961,-87.65722669,69,2.6666667,3.3333333,2.6666667,27
219,Walk 3/27,2024-03-27T13:24:38.000,41.99454961,-87.65722669,69,1.8,1.8,1.8,27
220,Walk 3/27,2024-03-27T13:24:43.000,41.99454961,-87.65722669,69,1,1,1,27
221,Walk 3/27,2024-03-27T13:24:48.000,41.99454961,-87.65722669,69,1.8,1.8,1.8,27
222,Walk 3/27,2024-03-27T13:24:53.000,41.99454961,-87.65722669,69,1.6666666,1.6666666,1.6666666,27
223,Walk 3/27,2024-03-27T13:24:58.000,41.99459383,-87.65729431,69,2,2,2,27
224,Walk 3/27,2024-03-27T13:25:03.000,41.99460025,-87.65729208,69,2,2,2,26.8
225,Walk 3/27,2024-03-27T13:25:08.000,41.99461804,-87.65726291,69,2.6666667,3.3333333,2.6666667,26.166666
226,Walk 3/27,2024-03-27T13:25:13.000,41.99461237,-87.65726254,69,3,4,3,26
227,Walk 3/27,2024-03-27T13:25:18.000,41.99461554,-87.65727035,69,2.4,2.8,2.4,26
228,Walk 3/27,2024-03-27T13:25:23.000,41.99458274,-87.65727386,69.166664,3,4,3,26
229,Walk 3/27,2024-03-27T13:25:28.000,41.99455912,-87.65723554,69.75,3,4,3,26
230,Walk 3/27,2024-03-27T13:25:33.000,41.99455912,-87.65723554,70,3,4,3,26
231,Walk 3/27,2024-03-27T13:25:38.000,41.99455912,-87.65723554,70,3,4,3,26
232,Walk 3/27,2024-03-27T13:25:43.000,41.99455912,-87.65723554,70,2.5,3,2.5,26
233,Walk 3/27,2024-03-27T13:25:48.000,41.99455912,-87.65723554,70,2.2,2.4,2.2,26
234,Walk 3/27,2024-03-27T13:25:53.000,41.99455912,-87.65723554,70,3,3.6666667,3.3333333,26
235,Walk 3/27,2024-03-27T13:25:58.000,41.99455912,-87.65723554,70,2.25,2.5,2.25,26
236,Walk 3/27,2024-03-27T13:26:03.000,41.99455912,-87.65723554,70,3,3.6666667,3,26
237,Walk 3/27,2024-03-27T13:26:08.000,41.99461348,-87.65722508,70,,,,
238,Walk 3/27,2024-03-27T13:26:08.000,41.99460877,-87.6572319,,3,,,
239,Walk 3/27,2024-03-27T13:26:08.000,41.99461348,-87.65722508,,,3.8,,
240,Walk 3/27,2024-03-27T13:26:08.000,41.99460877,-87.6572319,,,,3.2,26
241,Walk 3/27,2024-03-27T13:26:13.000,41.99461747,-87.65723202,70,3.5,4.5,4,26
242,Walk 3/27,2024-03-27T13:26:18.000,41.99462024,-87.65722623,70,3.8333333,4.8333335,4.6666665,26
243,Walk 3/27,2024-03-27T13:26:23.000,41.99462534,-87.65725652,70,2.8,3.6,,
244,Walk 3/27,2024-03-27T13:26:23.000,41.99462347,-87.65725097,,,,2.8,
245,Walk 3/27,2024-03-27T13:26:23.000,41.99462534,-87.65725652,,,,,26
246,Walk 3/27,2024-03-27T13:26:28.000,41.99464835,-87.65721362,70.25,,,,
247,Walk 3/27,2024-03-27T13:26:28.000,41.99463825,-87.65722849,,2,2,,
248,Walk 3/27,2024-03-27T13:26:28.000,41.99464835,-87.65721362,,,,2,
249,Walk 3/27,2024-03-27T13:26:28.000,41.99463825,-87.65722849,,,,,26
250,Walk 3/27,2024-03-27T13:26:33.000,41.99465247,-87.65721551,71,2,2.2,2,25.4
251,Walk 3/27,2024-03-27T13:26:38.000,41.99465389,-87.65711798,71,1.1666666,1.1666666,1.1666666,24.166666
252,Walk 3/27,2024-03-27T13:26:43.000,41.99465497,-87.65704363,71,2,2,2,22.5
253,Walk 3/27,2024-03-27T13:26:48.000,41.9946309,-87.65699585,71,1.6666666,1.6666666,1.6666666,21.333334
254,Walk 3/27,2024-03-27T13:26:53.000,41.99457162,-87.65698572,71,,,,
255,Walk 3/27,2024-03-27T13:26:53.000,41.99455458,-87.6569848,,1,,,
256,Walk 3/27,2024-03-27T13:26:53.000,41.99457162,-87.65698572,,,1,,
257,Walk 3/27,2024-03-27T13:26:53.000,41.99455458,-87.6569848,,,,1,20.2
258,Walk 3/27,2024-03-27T13:26:58.000,41.99441646,-87.65698111,71,2.25,2.75,2.25,20
259,Walk 3/27,2024-03-27T13:27:03.000,41.99434894,-87.65699706,71,2,2,2,19
260,Walk 3/27,2024-03-27T13:27:08.000,41.99426961,-87.65700191,71,2.75,,,
261,Walk 3/27,2024-03-27T13:27:08.000,41.99428856,-87.65700237,,,3.5,,
262,Walk 3/27,2024-03-27T13:27:08.000,41.99426961,-87.65700191,,,,2.75,19
263,Walk 3/27,2024-03-27T13:27:13.000,41.99422586,-87.65700084,71,2.8,,,
264,Walk 3/27,2024-03-27T13:27:13.000,41.9942403,-87.6569998,,,3.6,2.8,18
265,Walk 3/27,2024-03-27T13:27:18.000,41.99412052,-87.65698482,71,,,,
266,Walk 3/27,2024-03-27T13:27:18.000,41.99410495,-87.65697982,,2.5,,,
267,Walk 3/27,2024-03-27T13:27:18.000,41.99412052,-87.65698482,,,2.8333333,2.5,
268,Walk 3/27,2024-03-27T13:27:18.000,41.99410495,-87.65697982,,,,,18
269,Walk 3/27,2024-03-27T13:27:23.000,41.99401595,-87.65696775,71,2.2,2.6,2.2,18
270,Walk 3/27,2024-03-27T13:27:28.000,41.9939174,-87.65698175,71,1,1,1,18
271,Walk 3/27,2024-03-27T13:27:33.000,41.99384358,-87.65697371,71,1.5,1.5,1.5,18
272,Walk 3/27,2024-03-27T13:27:38.000,41.99375844,-87.65699777,71,0.8,0.8,0.8,18
273,Walk 3/27,2024-03-27T13:27:43.000,41.99365552,-87.65699533,71,1.75,1.75,1.75,18
274,Walk 3/27,2024-03-27T13:27:48.000,41.99362032,-87.65699483,71,1.2,1.2,1.2,18
275,Walk 3/27,2024-03-27T13:27:53.000,41.99351907,-87.65698673,71,,,,
276,Walk 3/27,2024-03-27T13:27:53.000,41.99353719,-87.65699364,,2,,,
