ObjectID,Session_Name,Timestamp,Latitude,Longitude,Temperature,PM1,PM10,PM2.5,Humidity
598,Walk 3/27,2024-03-27T13:47:13.000,41.98162513,-87.65098708,60,0,0,0,23
599,Walk 3/27,2024-03-27T13:47:18.000,41.98153418,-87.6509701,60,,,,
600,Walk 3/27,2024-03-27T13:47:18.000,41.98151843,-87.65096351,,0.6666667,,,
601,Walk 3/27,2024-03-27T13:47:18.000,41.98153418,-87.6509701,,,0.6666667,0.6666667,
602,Walk 3/27,2024-03-27T13:47:18.000,41.98151843,-87.65096351,,,,,23.333334
603,Walk 3/27,2024-03-27T13:47:23.000,41.98144572,-87.65095844,60,1.75,1.75,1.75,23.75
604,Walk 3/27,2024-03-27T13:47:28.000,41.98138614,-87.6509518,60,1.2,1.2,1.2,23
605,Walk 3/27,2024-03-27T13:47:33.000,41.98130088,-87.65093911,60,1.6666666,1.6666666,1.6666666,23
606,Walk 3/27,2024-03-27T13:47:38.000,41.98122972,-87.65093929,60,1.5,1.5,1.5,23
607,Walk 3/27,2024-03-27T13:47:43.000,41.98118859,-87.65095797,60,1.2,1.2,1.2,
608,Walk 3/27,2024-03-27T13:47:43.000,41.98117482,-87.65095282,,,,,23.4
609,Walk 3/27,2024-03-27T13:47:48.000,41.9811058,-87.65094305,60,1.4,,,
610,Walk 3/27,2024-03-27T13:47:48.000,41.98109212,-87.65094358,,,1.4,1.4,23
611,Walk 3/27,2024-03-27T13:47:53.000,41.98102316,-87.65093625,60,1.6,1.6,1.6,23
612,Walk 3/27,2024-03-27T13:47:58.000,41.98097363,-87.65093626,60,,,,
613,Walk 3/27,2024-03-27T13:47:58.000,41.98098433,-87.65094178,,0.8,,,
614,Walk 3/27,2024-03-27T13:47:58.000,41.98097363,-87.65093626,,,0.8,0.8,
615,Walk 3/27,2024-03-27T13:47:58.000,41.98098433,-87.65094178,,,,,23
616,Walk 3/27,2024-03-27T13:48:03.000,41.98090865,-87.65093895,60,1,,,
617,Walk 3/27,2024-03-27T13:48:03.000,41.98089326,-87.65093802,,,1,,
618,Walk 3/27,2024-03-27T13:48:03.000,41.98090865,-87.65093895,,,,1,22.6
619,Walk 3/27,2024-03-27T13:48:08.000,41.98082228,-87.65093499,60,1,1,1,22
620,Walk 3/27,2024-03-27T13:48:13.000,41.98076513,-87.65093387,60,,,,
621,Walk 3/27,2024-03-27T13:48:13.000,41.98077959,-87.65093675,,1.6,,,
622,Walk 3/27,2024-03-27T13:48:13.000,41.98076513,-87.65093387,,,1.6,1.6,
623,Walk 3/27,2024-03-27T13:48:13.000,41.98077959,-87.65093675,,,,,22
624,Walk 3/27,2024-03-27T13:48:18.000,41.98067637,-87.65091489,60,1.6,1.6,1.6,22
625,Walk 3/27,2024-03-27T13:48:23.000,41.98060552,-87.65089166,60,1.5,1.5,1.5,22
626,Walk 3/27,2024-03-27T13:48:28.000,41.9805215,-87.65086762,60,1,1,1,22
627,Walk 3/27,2024-03-27T13:48:33.000,41.98047864,-87.65084774,60,,,,
628,Walk 3/27,2024-03-27T13:48:33.000,41.98046543,-87.65084043,,1.6,1.6,1.6,22.6
629,Walk 3/27,2024-03-27T13:48:38.000,41.98040006,-87.65081436,60,1.5,1.5,1.5,23
630,Walk 3/27,2024-03-27T13:48:43.000,41.98031675,-87.65080716,60,2,2,2,23.75
631,Walk 3/27,2024-03-27T13:48:48.000,41.98027077,-87.65081114,60,1.4,1.4,1.4,24
632,Walk 3/27,2024-03-27T13:48:53.000,41.98017847,-87.65080352,60,1.8333334,1.8333334,1.8333334,23.833334
633,Walk 3/27,2024-03-27T13:48:58.000,41.98009299,-87.65078851,60,1.5,1.5,1.5,23
634,Walk 3/27,2024-03-27T13:49:03.000,41.98005484,-87.65072058,60,1,1,1,22.6
635,Walk 3/27,2024-03-27T13:49:08.000,41.98001113,-87.65065374,60,0,0,0,22
636,Walk 3/27,2024-03-27T13:49:13.000,41.9799826,-87.65055253,60,0.75,0.75,0.75,22
637,Walk 3/27,2024-03-27T13:49:18.000,41.97995056,-87.65052602,59.8,,,,
638,Walk 3/27,2024-03-27T13:49:18.000,41.979939,-87.6505198,,0.4,0.4,0.4,
639,Walk 3/27,2024-03-27T13:49:18.000,41.97995056,-87.65052602,,,,,22
640,Walk 3/27,2024-03-27T13:49:23.000,41.97987833,-87.65048971,60,1.6666666,1.8333334,1.6666666,22
641,Walk 3/27,2024-03-27T13:49:28.000,41.97980749,-87.65046191,60,2.25,2.5,2.25,22
642,Walk 3/27,2024-03-27T13:49:33.000,41.97976283,-87.65048447,60,,,,
643,Walk 3/27,2024-03-27T13:49:33.000,41.97975577,-87.65049476,,2,2,2,22
644,Walk 3/27,2024-03-27T13:49:38.000,41.97969031,-87.65052649,60,0.8333333,0.8333333,0.8333333,21.666666
645,Walk 3/27,2024-03-27T13:49:43.000,41.97958973,-87.65057203,60,0,0,0,21.25
646,Walk 3/27,2024-03-27T13:49:48.000,41.97952735,-87.65058806,60,,,,
647,Walk 3/27,2024-03-27T13:49:48.000,41.97954358,-87.65058895,,0,,,
648,Walk 3/27,2024-03-27T13:49:48.000,41.97952735,-87.65058806,,,0,0,22
649,Walk 3/27,2024-03-27T13:49:53.000,41.97945449,-87.650614,60,1,1,1,22
650,Walk 3/27,2024-03-27T13:49:58.000,41.97936218,-87.65064035,60,1,1,1,22
651,Walk 3/27,2024-03-27T13:50:03.000,41.97930928,-87.65065147,60,1.6,,,
652,Walk 3/27,2024-03-27T13:50:03.000,41.97932235,-87.6506496,,,1.6,,
653,Walk 3/27,2024-03-27T13:50:03.000,41.97930928,-87.65065147,,,,1.6,22
654,Walk 3/27,2024-03-27T13:50:08.000,41.97924616,-87.65066388,60,3,3.8333333,3,22.5
655,Walk 3/27,2024-03-27T13:50:13.000,41.97918672,-87.6506609,60,3,4,3,23
656,Walk 3/27,2024-03-27T13:50:18.000,41.97914831,-87.65065607,60,2.6,3.2,2.6,23
657,Walk 3/27,2024-03-27T13:50:23.000,41.97910066,-87.65063171,60,2,2,2,23
658,Walk 3/27,2024-03-27T13:50:28.000,41.97904412,-87.65061951,60,2,2,2,23
659,Walk 3/27,2024-03-27T13:50:33.000,41.97900194,-87.65059987,60,,,,
660,Walk 3/27,2024-03-27T13:50:33.000,41.97898981,-87.65059944,,2,,,
661,Walk 3/27,2024-03-27T13:50:33.000,41.97900194,-87.65059987,,,2,2,
662,Walk 3/27,2024-03-27T13:50:33.000,41.97898981,-87.65059944,,,,,23
663,Walk 3/27,2024-03-27T13:50:38.000,41.97893678,-87.65055655,60,1,1,1,23
664,Walk 3/27,2024-03-27T13:50:43.000,41.97889048,-87.65051847,60,1,1,1,23
665,Walk 3/27,2024-03-27T13:50:48.000,41.97882294,-87.65046532,60,1.6,1.6,1.6,23
666,Walk 3/27,2024-03-27T13:50:53.000,41.97875723,-87.65042641,60,1.6,1.6,1.6,23
667,Walk 3/27,2024-03-27T13:50:58.000,41.97870813,-87.65038554,60,,,,
668,Walk 3/27,2024-03-27T13:50:58.000,41.97871987,-87.65038781,,1,1,1,23
669,Walk 3/27,2024-03-27T13:51:03.000,41.97864397,-87.65034883,60,,,,
670,Walk 3/27,2024-03-27T13:51:03.000,41.97863328,-87.65034549,,1,,,
671,Walk 3/27,2024-03-27T13:51:03.000,41.97864397,-87.65034883,,,1,,
672,Walk 3/27,2024-03-27T13:51:03.000,41.97863328,-87.65034549,,,,1,
673,Walk 3/27,2024-03-27T13:51:03.000,41.97864397,-87.65034883,,,,,23
674,Walk 3/27,2024-03-27T13:51:08.000,41.97857374,-87.65031075,60,1,1,1,23
675,Walk 3/27,2024-03-27T13:51:13.000,41.97852526,-87.65026862,60,1.8,1.8,1.8,23
676,Walk 3/27,2024-03-27T13:51:18.000,41.97844098,-87.65022117,60,1.4,1.4,1.4,23
677,Walk 3/27,2024-03-27T13:51:23.000,41.97838301,-87.65017569,60,2,2,2,23
678,Walk 3/27,2024-03-27T13:51:28.000,41.97834977,-87.65015123,60,2,,,
679,Walk 3/27,2024-03-27T13:51:28.000,41.9783324,-87.65014461,,,2,,
680,Walk 3/27,2024-03-27T13:51:28.000,41.97834977,-87.65015123,,,,2,23
681,Walk 3/27,2024-03-27T13:51:33.000,41.97826959,-87.65010846,60,,,,
682,Walk 3/27,2024-03-27T13:51:33.000,41.97825973,-87.65009883,,1.4,1.4,,
683,Walk 3/27,2024-03-27T13:51:33.000,41.97826959,-87.65010846,,,,1.4,23
684,Walk 3/27,2024-03-27T13:51:38.000,41.9781907,-87.65007236,60,1.3333334,1.3333334,1.3333334,23
685,Walk 3/27,2024-03-27T13:51:43.000,41.978099,-87.65000128,60,1.5,1.5,1.5,23
686,Walk 3/27,2024-03-27T13:51:48.000,41.97805011,-87.64995838,60,1,1,1,23
687,Walk 3/27,2024-03-27T13:51:53.000,41.97798711,-87.64992261,60,1.4,1.4,1.4,23
688,Walk 3/27,2024-03-27T13:51:58.000,41.97790142,-87.64984937,60,2,2,2,23
689,Walk 3/27,2024-03-27T13:52:03.000,41.97783088,-87.64978627,60,2,2,2,23
690,Walk 3/27,2024-03-27T13:52:08.000,41.97775079,-87.6497272,60,2,2,2,22
691,Walk 3/27,2024-03-27T13:52:13.000,41.97766987,-87.64967293,60,2,2,2,22.25
692,Walk 3/27,2024-03-27T13:52:18.000,41.97761493,-87.64964257,60,2,2,2,23
693,Walk 3/27,2024-03-27T13:52:23.000,41.97755019,-87.64959158,60,2,2,2,23
694,Walk 3/27,2024-03-27T13:52:28.000,41.97749113,-87.64956513,60,2,2,2,23
695,Walk 3/27,2024-03-27T13:52:33.000,41.97745396,-87.64955149,60,1.4,1.4,,
696,Walk 3/27,2024-03-27T13:52:33.000,41.97744086,-87.64955063,,,,1.4,
697,Walk 3/27,2024-03-27T13:52:33.000,41.97745396,-87.64955149,,,,,23
698,Walk 3/27,2024-03-27T13:52:38.000,41.97736102,-87.64955547,60,2,2,2,23
699,Walk 3/27,2024-03-27T13:52:43.000,41.97729481,-87.6495505,60,2,2,2,23
700,Walk 3/27,2024-03-27T13:52:48.000,41.97719399,-87.64955573,60,1.8,1.8,1.8,23
701,Walk 3/27,2024-03-27T13:52:53.000,41.9771209,-87.64954049,60,1,1,1,24
702,Walk 3/27,2024-03-27T13:52:58.000,41.97702929,-87.6495163,60,1,1,1,24
703,Walk 3/27,2024-03-27T13:53:03.000,41.97696498,-87.64950299,60,1.6,1.6,1.6,23.6
704,Walk 3/27,2024-03-27T13:53:08.000,41.97688523,-87.64948153,60,1.5,1.5,1.5,23
705,Walk 3/27,2024-03-27T13:53:13.000,41.97678614,-87.64948567,60,1,1,1,22.5
706,Walk 3/27,2024-03-27T13:53:18.000,41.97673255,-87.64947915,60,1,1,1,22
707,Walk 3/27,2024-03-27T13:53:23.000,41.97667385,-87.64945603,60,1.6666666,1.6666666,1.6666666,22
708,Walk 3/27,2024-03-27T13:53:28.000,41.97660459,-87.64943664,60,2.5,3,2.5,22
709,Walk 3/27,2024-03-27T13:53:33.000,41.9765303,-87.64940871,60,2,2,2,22
710,Walk 3/27,2024-03-27T13:53:38.000,41.97646595,-87.64938957,60,1.4,1.4,1.4,22
711,Walk 3/27,2024-03-27T13:53:43.000,41.9764,-87.64932834,60,1,1,1,22
712,Walk 3/27,2024-03-27T13:53:48.000,41.97632222,-87.64929668,60,2,2.2,2,22
713,Walk 3/27,2024-03-27T13:53:53.000,41.97624755,-87.64928725,60,3,4,3,22
714,Walk 3/27,2024-03-27T13:53:58.000,41.97622249,-87.64927391,60,3,4,3,22.8
715,Walk 3/27,2024-03-27T13:54:03.000,41.97622249,-87.64927391,60,2.4,2.6,2.4,23
716,Walk 3/27,2024-03-27T13:54:08.000,41.97622249,-87.64927391,60,2,2,2,23
717,Walk 3/27,2024-03-27T13:54:13.000,41.97625033,-87.64930636,60,2,2,2,23.6
718,Walk 3/27,2024-03-27T13:54:18.000,41.97620861,-87.64928145,60,2,2,2,23.8
719,Walk 3/27,2024-03-27T13:54:23.000,41.97612347,-87.64927996,60,2,2,2,23.6
720,Walk 3/27,2024-03-27T13:54:28.000,41.97605212,-87.64927076,60,2,2,2,24
721,Walk 3/27,2024-03-27T13:54:33.000,41.9759464,-87.64925929,60,3,3.8,3,23.2
722,Walk 3/27,2024-03-27T13:54:38.000,41.97586804,-87.64924719,60,3,4,3,23
723,Walk 3/27,2024-03-27T13:54:43.000,41.97581987,-87.64922794,60,2.4,2.8,2.4,23.4
724,Walk 3/27,2024-03-27T13:54:48.000,41.97573625,-87.64921802,60,1.2,1.2,1.2,24
725,Walk 3/27,2024-03-27T13:54:53.000,41.97567123,-87.64921729,60,1,1,1,23
726,Walk 3/27,2024-03-27T13:54:58.000,41.97562137,-87.64922332,60,0.4,0.4,0.4,23
727,Walk 3/27,2024-03-27T13:55:03.000,41.97554901,-87.64923174,60,1.4,1.4,1.4,23
728,Walk 3/27,2024-03-27T13:55:08.000,41.97549184,-87.64922029,60,2,2,2,24
729,Walk 3/27,2024-03-27T13:55:13.000,41.97543764,-87.64919888,60,1.4,1.4,1.4,24
730,Walk 3/27,2024-03-27T13:55:18.000,41.97535795,-87.64916993,60,1,1,1,24
731,Walk 3/27,2024-03-27T13:55:23.000,41.97528751,-87.64913701,60,1,1,1,24
732,Walk 3/27,2024-03-27T13:55:28.000,41.97523946,-87.64912421,60,1.6,1.6,1.6,24
733,Walk 3/27,2024-03-27T13:55:33.000,41.97517155,-87.64909606,60,2,2,2,24
734,Walk 3/27,2024-03-27T13:55:38.000,41.97511689,-87.64906204,60,2,2,2,24
735,Walk 3/27,2024-03-27T13:55:43.000,41.97506121,-87.64901009,60,1.6,1.6,1.6,24
736,Walk 3/27,2024-03-27T13:55:48.000,41.97500063,-87.64894232,60,1,1,1,24
737,Walk 3/27,2024-03-27T13:55:53.000,41.9749278,-87.64883318,60,1.6,1.6,1.6,24
738,Walk 3/27,2024-03-27T13:55:58.000,41.97487893,-87.64878169,60,2,2,2,23.4
739,Walk 3/27,2024-03-27T13:56:03.000,41.97480694,-87.64869777,60,2.4,2.8,2.4,23
740,Walk 3/27,2024-03-27T13:56:08.000,41.9747431,-87.64863032,60,3,4,3,23.6
741,Walk 3/27,2024-03-27T13:56:13.000,41.97469235,-87.64857736,60,2,2.4,2,24
742,Walk 3/27,2024-03-27T13:56:18.000,41.9746101,-87.64849793,60,2,2,2,24
743,Walk 3/27,2024-03-27T13:56:23.000,41.97454537,-87.64843298,60,2,2,2,24
744,Walk 3/27,2024-03-27T13:56:28.000,41.97448507,-87.64840468,60,1.2,1.2,1.2,24
745,Walk 3/27,2024-03-27T13:56:33.000,41.97439442,-87.64836706,60,1.4,1.4,1.4,23.4
746,Walk 3/27,2024-03-27T13:56:38.000,41.97432755,-87.64837002,60,1.6,1.6,1.6,23
747,Walk 3/27,2024-03-27T13:56:43.000,41.97426831,-87.64838266,60,2,2,2,23
748,Walk 3/27,2024-03-27T13:56:48.000,41.97418676,-87.6483848,60,1.6,1.6,1.6,23
749,Walk 3/27,2024-03-27T13:56:53.000,41.97411192,-87.64839395,60,1,1,1,23
750,Walk 3/27,2024-03-27T13:56:58.000,41.97405275,-87.64838937,60,1.6,1.6,1.6,23
751,Walk 3/27,2024-03-27T13:57:03.000,41.97396003,-87.64838682,60,2,2,2,23.4
752,Walk 3/27,2024-03-27T13:57:08.000,41.97389946,-87.64835899,60,2,2,2,24.6
753,Walk 3/27,2024-03-27T13:57:13.000,41.97383725,-87.64836467,60,1.4,1.4,1.4,25
754,Walk 3/27,2024-03-27T13:57:18.000,41.97376582,-87.64835423,60,1,1,1,25
755,Walk 3/27,2024-03-27T13:57:23.000,41.97370279,-87.64834479,60,2,2,2,25
756,Walk 3/27,2024-03-27T13:57:28.000,41.97364247,-87.64833636,60,0.8,0.8,0.8,24.6
757,Walk 3/27,2024-03-27T13:57:33.000,41.973574,-87.64831957,60,1.4,1.4,1.4,24
758,Walk 3/27,2024-03-27T13:57:38.000,41.97349417,-87.6482751,60,1.6,1.6,1.6,23.2
759,Walk 3/27,2024-03-27T13:57:43.000,41.97342847,-87.6482661,60,1.4,1.4,1.4,23
760,Walk 3/27,2024-03-27T13:57:48.000,41.97332914,-87.64822919,60,1.2,1.2,1.2,23.6
761,Walk 3/27,2024-03-27T13:57:53.000,41.9732668,-87.64821941,60,2.4,2.8,2.4,23
762,Walk 3/27,2024-03-27T13:57:58.000,41.97318543,-87.6482053,60,1.4,1.4,1.4,23
763,Walk 3/27,2024-03-27T13:58:03.000,41.97309077,-87.6482125,60,0.6,0.6,0.6,23
764,Walk 3/27,2024-03-27T13:58:08.000,41.97301834,-87.64820134,60,1.4,1.4,1.4,23
765,Walk 3/27,2024-03-27T13:58:13.000,41.9729642,-87.64820595,60,2,2,2,23
766,Walk 3/27,2024-03-27T13:58:18.000,41.97288649,-87.64820804,60,2.4,2.8,2.4,23
767,Walk 3/27,2024-03-27T13:58:23.000,41.97279363,-87.64820918,60,1.4,1.4,1.4,23
768,Walk 3/27,2024-03-27T13:58:28.000,41.97272795,-87.64822188,60,1,1,1,23.8
769,Walk 3/27,2024-03-27T13:58:33.000,41.97265462,-87.64820917,60,1,1,1,24
770,Walk 3/27,2024-03-27T13:58:38.000,41.97257963,-87.64820645,60.8,2,2,2,24
771,Walk 3/27,2024-03-27T13:58:43.000,41.97252379,-87.64821798,61,2.2,2.4,2.2,24
772,Walk 3/27,2024-03-27T13:58:48.000,41.97243628,-87.64823968,60.2,1.4,1.4,1.4,23.4
773,Walk 3/27,2024-03-27T13:58:53.000,41.97235733,-87.64825185,60,1,1,1,23
774,Walk 3/27,2024-03-27T13:58:58.000,41.97229253,-87.6482572,60,1.2,1.2,1.2,23
775,Walk 3/27,2024-03-27T13:59:03.000,41.97219905,-87.6482547,61,1.6,1.6,1.6,22.2
776,Walk 3/27,2024-03-27T13:59:08.000,41.9721214,-87.64823899,61,2,2,2,22
777,Walk 3/27,2024-03-27T13:59:13.000,41.9720583,-87.64822558,61,2.8,3.4,2.8,22
778,Walk 3/27,2024-03-27T13:59:18.000,41.97196452,-87.64821099,61,2,2,2,22.8
779,Walk 3/27,2024-03-27T13:59:23.000,41.97188624,-87.64819462,61,2.4,2.8,2.4,23
780,Walk 3/27,2024-03-27T13:59:28.000,41.97182493,-87.64819722,61,3,4,3,22.4
781,Walk 3/27,2024-03-27T13:59:33.000,41.97173956,-87.64817773,61,2.8,3.6,2.8,22
782,Walk 3/27,2024-03-27T13:59:38.000,41.971664,-87.64816723,61,1.6,1.6,1.6,22
783,Walk 3/27,2024-03-27T13:59:43.000,41.97160613,-87.64815688,61,2.8,3.4,2.8,22
784,Walk 3/27,2024-03-27T13:59:48.000,41.97151801,-87.64814832,61,2.8,3.4,3,22.2
785,Walk 3/27,2024-03-27T13:59:53.000,41.97145097,-87.64812911,61,4.2,5.2,5.2,23
786,Walk 3/27,2024-03-27T13:59:58.000,41.97139833,-87.64811273,61,4,5,5,23
787,Walk 3/27,2024-03-27T14:00:03.000,41.97133046,-87.6480938,61,3.8,4.8,4.6,23
788,Walk 3/27,2024-03-27T14:00:08.000,41.97125158,-87.6480742,61,3.6,4.6,4.2,23
789,Walk 3/27,2024-03-27T14:00:13.000,41.97120226,-87.64804759,61,3,4,3,23
790,Walk 3/27,2024-03-27T14:00:18.000,41.97112796,-87.64799891,61,1.4,1.4,1.4,23
791,Walk 3/27,2024-03-27T14:00:23.000,41.97106282,-87.64796709,61.2,1,1,1,23
792,Walk 3/27,2024-03-27T14:00:28.000,41.97101104,-87.647933,61.6,1.4,1.4,1.4,23.4
793,Walk 3/27,2024-03-27T14:00:33.000,41.97092816,-87.64790054,62,1.8,1.8,1.8,24
794,Walk 3/27,2024-03-27T14:00:38.000,41.97086211,-87.64786427,62,0.8,0.8,0.8,23.4
795,Walk 3/27,2024-03-27T14:00:43.000,41.97081349,-87.64782816,62,0.8,0.8,0.8,23
796,Walk 3/27,2024-03-27T14:00:48.000,41.9707369,-87.6477726,62,1.2,1.2,1.2,23
797,Walk 3/27,2024-03-27T14:00:53.000,41.9706764,-87.64772493,62,1.4,1.4,1.4,23
798,Walk 3/27,2024-03-27T14:00:58.000,41.97063394,-87.6476794,62,1.4,1.4,1.4,23
799,Walk 3/27,2024-03-27T14:01:03.000,41.97057354,-87.64759036,62,2,2,2,23
800,Walk 3/27,2024-03-27T14:01:08.000,41.97052494,-87.6475157,62,2,2,2,23.6
801,Walk 3/27,2024-03-27T14:01:13.000,41.97048786,-87.64745751,62,1.6,1.6,1.6,23.4
802,Walk 3/27,2024-03-27T14:01:18.000,41.97043113,-87.64737639,62,1.2,1.2,1.2,23
803,Walk 3/27,2024-03-27T14:01:23.000,41.9703772,-87.64731481,62,2,2,2,23
804,Walk 3/27,2024-03-27T14:01:28.000,41.97033891,-87.64726188,62,3,4,3,23
805,Walk 3/27,2024-03-27T14:01:33.000,41.97026599,-87.64719963,62,2.2,2.2,2.2,23
806,Walk 3/27,2024-03-27T14:01:38.000,41.97022043,-87.6471598,62,2,2,2,23
807,Walk 3/27,2024-03-27T14:01:43.000,41.97015099,-87.64713395,62,1.2,1.2,1.2,23.6
808,Walk 3/27,2024-03-27T14:01:48.000,41.97005878,-87.64714585,62,0.6,0.6,0.6,24
809,Walk 3/27,2024-03-27T14:01:53.000,41.96998025,-87.64717282,62,0,0,0,23.4
810,Walk 3/27,2024-03-27T14:01:58.000,41.96991885,-87.64719762,62,0,0,0,22.2
811,Walk 3/27,2024-03-27T14:02:03.000,41.96983043,-87.64719495,62,1.8,1.8,1.8,22
812,Walk 3/27,2024-03-27T14:02:08.000,41.96977222,-87.64719334,62,1.2,1.2,1.2,22
813,Walk 3/27,2024-03-27T14:02:13.000,41.96969996,-87.64718432,62,2,2.4,2,22
814,Walk 3/27,2024-03-27T14:02:18.000,41.96962115,-87.64717046,62,2.2,2.2,2.2,22
815,Walk 3/27,2024-03-27T14:02:23.000,41.96955271,-87.64717043,62,2.6,3.2,2.6,22
816,Walk 3/27,2024-03-27T14:02:28.000,41.96950269,-87.64715199,62,2.4,2.8,2.4,21.2
817,Walk 3/27,2024-03-27T14:02:33.000,41.96941684,-87.64712671,62,1.8,2,1.8,21.2
818,Walk 3/27,2024-03-27T14:02:38.000,41.96935839,-87.64711756,62,2.3333333,2.6666667,2.3333333,22
819,Walk 3/27,2024-03-27T14:02:43.000,41.96933174,-87.64710244,62,1,1,1,22
820,Walk 3/27,2024-03-27T14:02:48.000,41.96923669,-87.64704101,62,1.8,1.8,1.8,22
821,Walk 3/27,2024-03-27T14:02:53.000,41.96919388,-87.64696443,62,2,2.2,2,22
822,Walk 3/27,2024-03-27T14:02:58.000,41.96915109,-87.6469161,62,1.8,1.8,1.8,22
823,Walk 3/27,2024-03-27T14:03:03.000,41.9690892,-87.64684372,62,1.8,1.8,1.8,22
824,Walk 3/27,2024-03-27T14:03:08.000,41.96903038,-87.6468226,62,1,1,1,22
825,Walk 3/27,2024-03-27T14:03:13.000,41.96897261,-87.64683325,61.6,1.4,1.4,1.4,22
826,Walk 3/27,2024-03-27T14:03:18.000,41.96888262,-87.64685291,61,2.6,3.2,2.6,22
827,Walk 3/27,2024-03-27T14:03:23.000,41.9688231,-87.64688299,61,2.8,3.6,2.8,22
828,Walk 3/27,2024-03-27T14:03:28.000,41.96877318,-87.64690456,61,2.6,3.2,2.6,22
829,Walk 3/27,2024-03-27T14:03:33.000,41.96869185,-87.64694474,61,1.4,1.4,1.4,22
830,Walk 3/27,2024-03-27T14:03:38.000,41.96862318,-87.6469813,61,0.8,0.8,0.8,22
831,Walk 3/27,2024-03-27T14:03:43.000,41.96856773,-87.64702207,61,0.8,0.8,0.8,22
832,Walk 3/27,2024-03-27T14:03:48.000,41.9684929,-87.64707043,61,1,1,1,22
833,Walk 3/27,2024-03-27T14:03:53.000,41.96843431,-87.64712248,61,1.6,1.8,1.6,22
834,Walk 3/27,2024-03-27T14:03:58.000,41.96837565,-87.64714128,61,2.6,3.2,2.6,22
835,Walk 3/27,2024-03-27T14:04:03.000,41.96829157,-87.64716593,61,2,2.4,2,22
836,Walk 3/27,2024-03-27T14:04:08.000,41.96822312,-87.64718392,61,1,1,1,22
837,Walk 3/27,2024-03-27T14:04:13.000,41.96816418,-87.6471903,61,1.6,1.6,1.6,22
838,Walk 3/27,2024-03-27T14:04:18.000,41.96809431,-87.64719534,61,2,2,2,22
839,Walk 3/27,2024-03-27T14:04:23.000,41.96800883,-87.64719248,61,2.6,3.2,2.6,22
840,Walk 3/27,2024-03-27T14:04:28.000,41.96795104,-87.64720627,61,1.8,1.8,1.8,22
841,Walk 3/27,2024-03-27T14:04:33.000,41.96785898,-87.64721222,61,1.6,1.6,1.6,22
842,Walk 3/27,2024-03-27T14:04:38.000,41.96778598,-87.64721518,61,1.4,1.4,1.4,22.8
843,Walk 3/27,2024-03-27T14:04:43.000,41.96773149,-87.64720628,61,0.6,0.6,0.6,23
844,Walk 3/27,2024-03-27T14:04:48.000,41.96766616,-87.64719846,61,0,0,0,23
845,Walk 3/27,2024-03-27T14:04:53.000,41.96758926,-87.64717925,61,1.6,1.6,1.6,22.2
846,Walk 3/27,2024-03-27T14:04:58.000,41.96759275,-87.64718661,61,2,2,2,22
847,Walk 3/27,2024-03-27T14:05:03.000,41.96759697,-87.64720276,61,2,2,2,22.6
848,Walk 3/27,2024-03-27T14:05:08.000,41.96752437,-87.64717898,61,1.2,1.2,1.2,23.8
849,Walk 3/27,2024-03-27T14:05:13.000,41.96746772,-87.64717337,61,1,1,1,24
850,Walk 3/27,2024-03-27T14:05:18.000,41.96739647,-87.64713612,61,1,1,1,24
851,Walk 3/27,2024-03-27T14:05:23.000,41.96733613,-87.647106,60.6,0.6,0.6,0.6,23.6
852,Walk 3/27,2024-03-27T14:05:28.000,41.96728497,-87.64707724,60.4,1.2,1.2,1.2,23
853,Walk 3/27,2024-03-27T14:05:33.000,41.96722149,-87.64704908,61,1.4,1.4,1.4,23
854,Walk 3/27,2024-03-27T14:05:38.000,41.96717077,-87.64701944,61,1,1,1,22.6
855,Walk 3/27,2024-03-27T14:05:43.000,41.96712922,-87.6469799,61,1.6,1.6,1.6,22
856,Walk 3/27,2024-03-27T14:05:48.000,41.96705971,-87.64693626,61,1.8,1.8,1.8,22
857,Walk 3/27,2024-03-27T14:05:53.000,41.96701341,-87.64690935,61,2,2,2,22
858,Walk 3/27,2024-03-27T14:05:58.000,41.96695847,-87.64688841,61,1,1,1,22
859,Walk 3/27,2024-03-27T14:06:03.000,41.96686636,-87.64686335,61,1,1,1,22
860,Walk 3/27,2024-03-27T14:06:08.000,41.96678788,-87.64684799,61,0.2,0.2,0.2,22
861,Walk 3/27,2024-03-27T14:06:13.000,41.96673941,-87.64680327,61,1,1,1,23
862,Walk 3/27,2024-03-27T14:06:18.000,41.96666386,-87.64674761,61,2,2,2,22
863,Walk 3/27,2024-03-27T14:06:23.000,41.96662426,-87.64669324,61,2.2,2.6,2.2,22
864,Walk 3/27,2024-03-27T14:06:28.000,41.96656793,-87.64664186,61,1.2,1.2,1.2,22
865,Walk 3/27,2024-03-27T14:06:33.000,41.96648574,-87.6465871,61,1.6,1.6,1.6,22.6
866,Walk 3/27,2024-03-27T14:06:38.000,41.96641678,-87.64653417,61,3,4,3,23
867,Walk 3/27,2024-03-27T14:06:43.000,41.96636405,-87.64649568,61,1.8,2,1.8,23
868,Walk 3/27,2024-03-27T14:06:48.000,41.96628709,-87.64643638,61,2,2,2,23
869,Walk 3/27,2024-03-27T14:06:53.000,41.96621426,-87.64640622,61,1,1,1,23
870,Walk 3/27,2024-03-27T14:06:58.000,41.96615013,-87.64638242,61,1.8,1.8,1.8,23
871,Walk 3/27,2024-03-27T14:07:03.000,41.96605525,-87.64637507,61,1.4,1.4,1.4,23
